Title                                                                                                                                                                   , Authors                                                                                                                                                                           , Published           , Summary                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , Link
Emergent Outcomes of the veToken Model                                                                                                                                  , "Thomas Lloyd, Daire O'Broin, Martin Harrigan"                                                                                                                                    , 2023-11-29T12:33:45Z, "Decentralised organisations use blockchains as a basis for governance: they use on-chain transactions to allocate voting weight, publish proposals, cast votes, and enact the results.   However, blockchain-based governance structures have challenges, mostly notably, the need to align the short-term outlook of pseudononymous voters with the long-term growth and success of the decentralised organisation. The Vote-Escrowed Token (veToken) model attempts to resolve this tension by requiring voters to escrow or lock tokens of value for an extended period in exchange for voting weight.   In this paper, we describe the veToken model and analyse its emergent outcomes. We show that voting behaviour follows bribes set by higher-level protocols, and that the cost per vote varies depending on how it is acquired. We describe the implementation of the veToken model by Curve Finance, a popular automated market maker for stablecoins, and the ecosystem of protocols that has arisen on top of this implementation. We show that voting markets such as Votium largely determine the outcome of fortnightly votes held by Convex Finance, and we show that Frax Finance, a stablecoin issuer, plays a central role in the ecosystem even though they directly lock relatively few tokens with Curve. Instead, they indirectly lock tokens through yield aggregators such as Convex Finance and purchase voting weight through voting markets such as Votium.   Although the veToken model in isolation is straight-forward and easily explained, it leads to many complex and emergent outcomes. Decentralised organisations should consider these outcomes before adopting the model."                                                                                                                                                                                                                                                                          , http://arxiv.org/abs/2311.17589v1
Heterogeneous Exposures to Systematic and Idiosyncratic Risk across   Crypto Assets: A Divide-and-Conquer Approach                                                      , "Nektarios Aslanidis, Aurelio Bariviera, George Kapetanios, Vasilis Sarafidis"                                                                                                    , 2025-06-26T08:54:03Z, "This paper analyzes realized return behavior across a broad set of crypto assets by estimating heterogeneous exposures to idiosyncratic and systematic risk. A key challenge arises from the latent nature of broader economy-wide risk sources: macro-financial proxies are unavailable at high-frequencies, while the abundance of low-frequency candidates offers limited guidance on empirical relevance. To address this, we develop a two-stage ``divide-and-conquer'' approach. The first stage estimates exposures to high-frequency idiosyncratic and market risk only, using asset-level IV regressions. The second stage identifies latent economy-wide factors by extracting the leading principal component from the model residuals and mapping it to lower-frequency macro-financial uncertainty and sentiment-based indicators via high-dimensional variable selection. Structured patterns of heterogeneity in exposures are uncovered using Mean Group estimators across asset categories. The method is applied to a broad sample of crypto assets, covering more than 80% of total market capitalization. We document short-term mean reversion and significant average exposures to idiosyncratic volatility and illiquidity. Green and DeFi assets are, on average, more exposed to market-level and economy-wide risk than their non-Green and non-DeFi counterparts. By contrast, stablecoins are less exposed to idiosyncratic, market-level, and economy-wide risk factors relative to non-stablecoins. At a conceptual level, our study develops a coherent framework for isolating distinct layers of risk in crypto markets. Empirically, it sheds light on how return sensitivities vary across digital asset categories -- insights that are important for both portfolio design and regulatory oversight."                                                                                                                                                    , http://arxiv.org/abs/2506.21100v1
Cost-Effective Data Feeds to Blockchains via Workload-Adaptive Data   Replication                                                                                       , "Kai Li, Yuzhe Tang, Jiaqi Chen, Zhehu Yuan, Cheng Xu, Jianliang Xu"                                                                                                              , 2019-11-11T05:08:41Z, "Feeding external data to a blockchain, a.k.a. data feed, is an essential task to enable blockchain interoperability and support emerging cross-domain applications, notably stablecoins. Given the data-intensive feeds in real life (e.g., high-frequency price updates) and the high cost in using blockchain, namely Gas, it is imperative to reduce the Gas cost of data feeds. Motivated by the constant-changing workloads in finance and other applications, this work focuses on designing a dynamic, workload-aware approach for cost effectiveness in Gas. This design space is understudied in the existing blockchain research which has so far focused on static data placement.   This work presents GRuB, a cost-effective data feed that dynamically replicates data between the blockchain and an off-chain cloud storage. GRuB's data replication is workload-adaptive by monitoring the current workload and making online decisions w.r.t. data replication. A series of online algorithms are proposed that achieve the bounded worst-case cost in blockchain's Gas. GRuB runs the decision-making components on the untrusted cloud off-chain for lower Gas costs, and employs a security protocol to authenticate the data transferred between the blockchain and cloud. The overall GRuB system can autonomously achieve low Gas costs with changing workloads.   We built a GRuB prototype functional with Ethereum and Google LevelDB, and supported real applications in stablecoins. Under real workloads collected from the Ethereum contract-call history and mixed workloads of YCSB, we systematically evaluate GRuB's cost which shows a saving of Gas by 10% ~ 74%, with comparison to the baselines of static data-placement."                                                                                                                                                                                                                             , http://arxiv.org/abs/1911.04078v3
Financial intermediation and risk in decentralized lending protocols                                                                                                    , "Carlos Castro-Iragorri, Julian Ramirez, Sebastian Velez"                                                                                                                         , 2021-07-30T14:54:40Z, "We provide an overview of decentralized protocols like Compound and Aave that offer collateralized loans for cryptoasset investors. Compound and Aave are two of the most important application in the decentralized finance (DeFi) ecosystem. Using publicly available information on rates, supply and borrow activity, and accounts we analyze different elements of the protocols. In particular, we estimate ex-post margins that give a comprehensive account of the cost of financial intermediation. We find that ex-post margins considering all markets are 1% and lower for stablecoin markets. In addition, we estimate quarterly indicators regarding solvency, asset quality, earnings and market risk similar to the ones used in traditional banking. This provides a first look at the use of these metrics and a comparison between the similarities and challenges to our understanding of financial intermediation in these protocols based on tools used for traditional banking."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , http://arxiv.org/abs/2107.14678v1
"Stablecoins: Survivorship, Transactions Costs and Exchange   Microstructure"                                                                                           , Bruce Mizrach                                                                                                                                                                     , 2022-01-05T00:09:40Z, "Stable coins are not very stable. Cash collateralized coins are more stable, but the overall failure rate is similar to tokens that are not designed to be stable. USD Coin, Tether and Dai have the largest Ethereum market shares, and they have an average velocity nearly three times higher than M1. Centralized and decentralized exchanges are the most active nodes and largest holders on the blockchain. Four of the top ten tokens have Herfindahl indices higher than the U.S. banking system. Median gas fees for Tether rose more than twelve times over the last two years, and nearly twenty times for USD Coin. Transactions of under 50,000 USD can generally be done more cheaply offchain. 24 hour exchange turnover in Tether is nearly 60 billion USD. This is comparable to the daily volume at the NYSE and eight times the daily flow in money market mutual funds. Narrow bid-ask spreads and depth have attracted HFT participation approaching 50%"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , http://arxiv.org/abs/2201.01392v2
StableSims: Optimizing MakerDAO Liquidations 2.0 Incentives via   Agent-Based Modeling                                                                                  , "Andrew Kirillov, Sehyun Chung"                                                                                                                                                   , 2022-01-10T18:30:32Z, "The StableSims project set out to determine optimal parameters for the new auction mechanism, Liquidations 2.0, used by MakerDAO, a protocol built on Ethereum offering a decentralized, collateralized stablecoin called Dai. We developed an agent-based simulation that emulates both the Maker protocol smart contract logic, and how profit-motivated agents (""keepers"") will act in the real world when faced with decisions such as liquidating ""vaults"" (collateralized debt positions) and bidding on collateral auctions. This research focuses on the incentive structure introduced in Liquidations 2.0, which implements both a constant fee (tip) and a fee proportional to vault size (chip) paid to keepers that liquidate vaults or restart stale collateral auctions. We sought to minimize the amount paid in incentives while maximizing the speed with which undercollateralized vaults were liquidated. Our findings indicate that it is more cost-effective to increase the constant fee, as opposed to the proportional fee, in order to decrease the time it takes for keepers to liquidate vaults."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , http://arxiv.org/abs/2201.03519v1
Emergency Management and Recovery of Luna Classic                                                                                                                       , "Edward Kim, Tobias Andersen,  Marventus, A. E., Pedro Borges, David Schmidt, Matthew Western"                                                                                    , 2022-07-04T19:54:59Z, "In early May 2022, the Terra ecosystem collapsed after the algorithmic stablecoin failed to maintain its peg. Emergency measures were taken by Terraform Labs (TFL) in an attempt to protect Luna and UST, but then were abruptly abandoned by TFL for Luna 2.0 several days later. At this time, the Luna Classic blockchain has been left crippled and in limbo for the last two months.   In the face of impossible odds, the Luna Classic community has self organized and rallied to build and restore the blockchain. This technical document outlines the steps we, the community, have taken towards the emergency management of the Luna Classic blockchain in the weeks after the UST depeg. We outline precisely what would be implemented on-chain to mitigate the concerns of affected stakeholders, and build trust for external partners, exchanges, and third-party developers. For the Luna Classic community, validators, and developers, this outlines concrete steps on how passed governance can and will be achieved. We openly audit our own code and welcome any feedback for improvement. Let us move forward together as the true community blockchain."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , http://arxiv.org/abs/2207.01700v2
Does DeFi remove the need for trust? Evidence from a natural experiment   in stablecoin lending                                                                         , "Kanis Saengchote, Talis Putniņš, Krislert Samphantharak"                                                                                                                         , 2022-07-13T15:29:39Z, "Decentralized Finance (DeFi) is built on a fundamentally different paradigm: rather than having to trust individuals and institutions, participants in DeFi potentially only have to trust computer code that is enforced by a decentralized network of computers. We examine a natural experiment that exogenously stress tests this alternative paradigm by revealing the identities of individuals associated with a DeFi protocol, including a convicted criminal. We find that, in practice, DeFi does not (yet) fully remove the need for trust in individuals. Our findings suggest that that because smart contracts are incomplete, they are subject to run risk (Allen and Gale, 2004) and personal character and trust of individuals are still relevant in this alternative financial system."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , http://arxiv.org/abs/2207.06285v1
Anatomy of a Stablecoin's failure: the Terra-Luna case                                                                                                                  , "Antonio Briola, David Vidal-Tomás, Yuanrong Wang, Tomaso Aste"                                                                                                                   , 2022-07-28T07:13:34Z, "We quantitatively describe the main events that led to the Terra project's failure in May 2022. We first review, in a systematic way, news from heterogeneous social media sources; we discuss the fragility of the Terra project and its vicious dependence on the Anchor protocol. We hence identify the crash's trigger events, analysing hourly and transaction data for Bitcoin, Luna, and TerraUSD. Finally, using state-of-the-art techniques from network science, we study the evolution of dependency structures for 61 highly capitalised cryptocurrencies during the down-market and we also highlight the absence of herding behaviour analysing cross-sectional absolute deviation of returns."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , http://arxiv.org/abs/2207.13914v3
How to Issue a Central Bank Digital Currency                                                                                                                            , "David Chaum, Christian Grothoff, Thomas Moser"                                                                                                                                   , 2021-02-27T15:46:51Z, "With the emergence of Bitcoin and recently proposed stablecoins from BigTechs, such as Diem (formerly Libra), central banks face growing competition from private actors offering their own digital alternative to physical cash. We do not address the normative question whether a central bank should issue a central bank digital currency (CBDC) or not. Instead, we contribute to the current research debate by showing how a central bank could do so, if desired. We propose a token-based system without distributed ledger technology and show how earlier-deployed, software-only electronic cash can be improved upon to preserve transaction privacy, meet regulatory requirements in a compelling way, and offer a level of quantum-resistant protection against systemic privacy risk. Neither monetary policy nor financial stability would be materially affected because a CBDC with this design would replicate physical cash rather than bank deposits."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , http://arxiv.org/abs/2103.00254v1
CeFi vs. DeFi -- Comparing Centralized to Decentralized Finance                                                                                                         , "Kaihua Qin, Liyi Zhou, Yaroslav Afonin, Ludovico Lazzaretti, Arthur Gervais"                                                                                                     , 2021-06-15T13:53:43Z, "To non-experts, the traditional Centralized Finance (CeFi) ecosystem may seem obscure, because users are typically not aware of the underlying rules or agreements of financial assets and products. Decentralized Finance (DeFi), however, is making its debut as an ecosystem claiming to offer transparency and control, which are partially attributable to the underlying integrity-protected blockchain, as well as currently higher financial asset yields than CeFi. Yet, the boundaries between CeFi and DeFi may not be always so clear cut.   In this work, we systematically analyze the differences between CeFi and DeFi, covering legal, economic, security, privacy and market manipulation. We provide a structured methodology to differentiate between a CeFi and a DeFi service. Our findings show that certain DeFi assets (such as USDC or USDT stablecoins) do not necessarily classify as DeFi assets, and may endanger the economic security of intertwined DeFi protocols. We conclude this work with the exploration of possible synergies between CeFi and DeFi."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , http://arxiv.org/abs/2106.08157v2
Revisiting the Properties of Money                                                                                                                                      , "Isaiah Hull, Or Sattath"                                                                                                                                                         , 2021-11-08T13:19:29Z, "The properties of money commonly referenced in the economics literature were originally identified by Jevons (1876) and Menger (1892) in the late 1800s and were intended to describe physical currencies, such as commodity money, metallic coins, and paper bills. In the digital era, many non-physical currencies have either entered circulation or are under development, including demand deposits, cryptocurrencies, stablecoins, central bank digital currencies (CBDCs), in-game currencies, and quantum money. These forms of money have novel properties that have not been studied extensively within the economics literature, but may be important determinants of the monetary equilibrium that emerges in the forthcoming era of heightened currency competition. This paper makes the first exhaustive attempt to identify and define the properties of all physical and digital forms of money. It reviews both the economics and computer science literatures and categorizes properties within an expanded version of the original functions-and-properties framework of money that includes societal and regulatory objectives."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , http://arxiv.org/abs/2111.04483v2
Decentralization illusion in Decentralized Finance: Evidence from   tokenized voting in MakerDAO polls                                                                  , "Xiaotong Sun, Charalampos Stasinakis, Georigios Sermpinis"                                                                                                                       , 2022-03-30T18:50:38Z, "Decentralized Autonomous Organization (DAO) is very popular in Decentralized Finance (DeFi) applications as it provides a decentralized governance solution through blockchain. We analyze the governance characteristics in the Maker protocol, its stablecoin DAI and governance token Maker (MKR). To achieve that, we establish several measurements of centralized governance. Our empirical analysis investigates the effect of centralized governance over a series of factors related to MKR and DAI, such as financial, transaction, network and twitter sentiment indicators. Our results show that governance centralization influences both the Maker protocol, and the distribution of voting power matters. The main implication of this study is that centralized governance in MakerDAO very much exists, while DeFi investors face a trade-off between decentralization and performance of a DeFi protocol. This further contributes to the contemporary debate on whether DeFi can be truly decentralized. centralized governance in MakerDAO very much exists, while DeFi investors face a trade-off between efficiency and decentralization. This further contributes to the contemporary debate on whether DeFi can be truly decentralized."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , http://arxiv.org/abs/2203.16612v2
Exploring Price Accuracy on Uniswap V3 in Times of Distress                                                                                                             , "Lioba Heimbach, Eric Schertenleib, Roger Wattenhofer"                                                                                                                            , 2022-08-20T09:12:30Z, "Financial markets have evolved over centuries, and exchanges have converged to rely on the order book mechanism for market making. Latency on the blockchain, however, has prevented decentralized exchanges (DEXes) from utilizing the order book mechanism and instead gave rise to the development of market designs that are better suited to a blockchain. Although the first widely popularized DEX, Uniswap V2, stood out through its astonishing simplicity, a recent design overhaul introduced with Uniswap V3 has introduced increasing levels of complexity aiming to increase capital efficiency.   In this work, we empirically study the ability of Unsiwap V3 to handle unexpected price shocks. Our analysis finds that the prices on Uniswap V3 were inaccurate during the recent abrupt price drops of two stablecoins: UST and USDT. We identify the lack of agility required of Unsiwap V3 liquidity providers as the root cause of these worrying price inaccuracies. Additionally, we outline that there are too few incentives for liquidity providers to enter liquidity pools, given the elevated volatility in such market conditions."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , http://arxiv.org/abs/2208.09642v2
An Event Study of the Ethereum Transition to Proof-of-Stake                                                                                                             , "Elie Kapengut, Bruce Mizrach"                                                                                                                                                    , 2022-10-24T23:30:11Z, "On September 15, 2022, the Ethereum network adopted a proof-of-stake (PoS) consensus mechanism. We study the impact on the network and competing platforms in a two month event window around the Beacon chain merge. We find that the transition to PoS has reduced energy consumption by 99.98%. Miners have not transformed into validators, and total block reward income (in USD) has fallen by 97%, though transaction fees (in ETH) for Ether have increased nearly 10%. The Herfindahl index for the top 10 is 1,009; the network is 19% less concentrated after the merge. Ethereum supply growth has been deflationary since the merge. The time between consecutive blocks is now steady at 12 seconds and transactions per day are up 7.0%. On Polygon, Matic fees rose but token fees fell. Polygon also slows, processing 3.3% fewer transactions per day. Solana's fees fall by $0.0003, and transactions per day are down 48%. Stablecoin transfer volumes fall on Ethereum and Polygon, but rise on Solana."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , http://arxiv.org/abs/2210.13655v2
Short Squeeze in DeFi Lending Market: Decentralization in Jeopardy?                                                                                                     , "Lioba Heimbach, Eric G. Schertenleib, Roger Wattenhofer"                                                                                                                         , 2023-02-08T14:09:38Z, "Anxiety levels in the Aave community spiked in November 2022 as Avi Eisenberg performed an attack on Aave. Eisenberg attempted to short the CRV token by using funds borrowed on the protocol to artificially deflate the value of CRV. While the attack was ultimately unsuccessful, it left the Aave community scared and even raised question marks regarding the feasibility of large lending platforms under decentralized governance.   In this work, we analyze Avi Eisenberg's actions and show how he was able to artificially lower the price of CRV by selling large quantities of borrowed CRV for stablecoins on both decentralized and centralized exchanges. Despite the failure of his attack, it still led to irretrievable debt worth more than 1.5 Mio USD at the time and, thereby, quadrupled the protocol's irretrievable debt. Furthermore, we highlight that his attack was enabled by the vast proportion of CRV available to borrow as well as Aave's lending protocol design hindering rapid intervention. We stress Eisenberg's attack exposes a predicament of large DeFi lending protocols: limit the scope or compromise on 'decentralization'."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , http://arxiv.org/abs/2302.04068v2
An Evaluation System for DeFi Lending Protocols                                                                                                                         , "Shuai Yang, Wei Cui"                                                                                                                                                             , 2023-03-02T07:26:43Z, "With the development of decentralized finance (DeFi), lending protocols have been increasingly proposed in the market. A comprehensive and in-depth evaluation of lending protocol is essential to the DeFi market participants. Due to the short development time of DeFi, the current evaluation is limited to the single evaluation indicator, such as total locked value (TVL). To our knowledge, we are the first to study the evaluation model for DeFi lending protocol. In this paper, we build a four-layer lending protocol evaluation model based on Analytic Hierarchy Process (AHP). The model contains three first-level indicators and ten second-level indicators, covering various aspects of the performance of lending protocol. We calculated these indicators by obtaining on-chain and off-chain data of lending protocol. Then we evaluated and ranked six mainstream lending protocols utilizing the proposed model during the period 2021/8/20-2022/11/10. Through comparative analysis of evaluation result, we found that the violent decline in the price of ETH increase the market share of stablecoin in the lending protocols. In addition, we also revealed the reasons for various fluctuations."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , http://arxiv.org/abs/2303.01022v1
Decentralized Finance (DeFi)                                                                                                                                            , Mansur Bestas                                                                                                                                                                     , 2023-02-15T09:21:03Z, "Decentralized finance, powered by blockchain technology, is growing day by day. This field, which emerged a few years ago, today manages $70 billion in assets. In this study, the concept of decentralized finance is discussed and explained the differences from traditional finance. Then, compliance with the legal regulations and the requirements to ensure compliance are mentioned. An evaluation has been made about the financial services offered by the decentralized finance field and the stock market and stablecoins that it uses as a tool while providing these services. Its economic effects, security and, privacy dimensions are examined. In the study, the differences between centralized and decentralized finance, which generally covers legal, economic, security, privacy, and market manipulation, are systematically analyzed. A structured methodology is presented to distinguish between centralized and decentralized financial services. Keywords: decentralized finance, FinTech, financial regulation, blockchain, distributed ledger technology."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , http://arxiv.org/abs/2304.01918v1
BlockChain I/O: Enabling Cross-Chain Commerce                                                                                                                           , "Anwitaman Datta, Daniël Reijsbergen, Jingchi Zhang, Suman Majumder"                                                                                                              , 2023-08-04T06:51:50Z, "Blockchain technology enables secure tokens transfers in digital marketplaces, and recent advances in this field provide other desirable properties such as efficiency, privacy, and price stability. However, these properties do not always generalize to a setting across multiple independent blockchains. Despite the growing number of existing blockchain platforms, there is a lack of an overarching framework whose components provide all of the necessary properties for practical cross-chain commerce. We present BlockChain I/O to provide such a framework. BlockChain I/O introduces entities called cross-chain services to relay information between different blockchains. The proposed design ensures that cross-chain services cannot violate transaction safety, and they are furthermore disincentivized from other types of misbehavior through an audit system. BlockChain I/O uses native stablecoins to mitigate price fluctuations, and a decentralized ID system to allow users to prove aspects of their identity without violating privacy. After presenting the core architecture of BlockChain I/O, we demonstrate how to use it to implement a cross-chain marketplace and discuss how its desirable properties continue to hold in the end-to-end system. Finally, we use experimental evaluations to demonstrate BlockChain I/O's practical performance."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , http://arxiv.org/abs/2308.02163v3
ColorFloat: Constant space token coloring                                                                                                                               , "Ryan Zarick, Bryan Pellegrino, Isaac Zhang, Thomas Kim, Caleb Banister"                                                                                                          , 2023-11-14T10:01:51Z, "We present ColorFloat, a family of O(1) space complexity algorithms that solve the problem of attributing (coloring) fungible tokens to the entity that minted them (minter). Tagging fungible tokens with metadata is not a new problem and was first formalized in the Colored Coins protocol. In certain contexts, practical solutions to this challenge have been implemented and deployed such as NFT. We define the fungible token coloring problem, one specific aspect of the Colored Coins problem, to be the problem of retaining fungible characteristics of the underlying token while accurately tracking the attribution of fungible tokens to their respective minters. Fungible token coloring has a wide range of Web3 applications. One application which we highlight in this paper is the onchain yield-sharing collateral-based stablecoin."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , http://arxiv.org/abs/2311.08041v1
